text,primary_emotion,secondary_emotion
I enjoy solving advanced C++ problems while writing code.,Confident,
I feel exhausted attending Linux lectures before exams.,Bored,
I want to know more about Computer Vision during lab sessions at the same time i feel lazy whenever i open computer vision during lab sessions.,Curious,Bored
I cannot complete my AWS assignment while studying late at night.,Frustrated,
I don't understand the syntax of Streamlit while preparing notes but i am stressed because of streamlit while preparing notes.,Confused,Frustrated
I feel comfortable learning Software Engineering while reading textbooks.,Confident,
I don't know why Streamlit is so difficult while solving assignments.,Frustrated,
I want to build projects using Python during lab sessions and i cannot stay focused during python during lab sessions.,Curious,Bored
I want to build projects using Machine Learning while completing homework yet i get confused every time i practice machine learning while completing homework.,Curious,Confused
I don't understand the syntax of CSS while attending lectures.,Confused,
I don't feel motivated to study DBMS during online classes however i find dbms extremely difficult during online classes.,Bored,Confused
I lose my attention quickly in Ethical Hacking during lab sessions yet i feel completely lost while studying ethical hacking during lab sessions.,Bored,Confused
I don't enjoy learning Operating Systems anymore while solving assignments even though i always fail in operating systems while solving assignments.,Bored,Frustrated
I enjoy learning MySQL while completing homework.,Curious,
I cannot understand the examples of CSS while writing code but i always fail in css while writing code.,Confused,Frustrated
I enjoy exploring new ideas in Algorithms while preparing for interviews.,Curious,
I understand Computer Vision very well while writing code.,Confident,
I feel exhausted attending Streamlit lectures while preparing for interviews.,Bored,
I cannot differentiate the concepts in Linux while reading textbooks.,Confused,
I want to understand every concept of Kubernetes while preparing for interviews although i can complete kubernetes tasks without help while preparing for interviews.,Curious,Confident
I get bored reading Calculus books while writing code.,Bored,
I get confused every time I practice Ethical Hacking while practicing coding.,Confused,
I feel like giving up on Chemistry while reading textbooks.,Frustrated,
