text,Bored,Confident,Confused,Curious,Frustrated
I keep asking questions because Cloud Computing confuses me during lab sessions.,0,0,1,0,0
I am exhausted after practicing Data Science while practicing coding.,0,0,0,0,1
I can answer any question related to Ethical Hacking while attending lectures.,0,1,0,0,0
I enjoy asking questions about Mathematics while writing code and i find mathematics extremely difficult while writing code.,0,0,1,1,0
I am excited to study Azure during lab sessions.,0,0,0,1,0
I cannot finish my project using C++ during online classes.,0,0,0,0,1
I feel exhausted attending Calculus lectures while building projects.,1,0,0,0,0
I wish Computer Architecture was more interesting while preparing for interviews.,1,0,0,0,0
I lose interest in GitHub before exams yet i am frustrated with github before exams.,1,0,0,0,1
I practice Data Science every day while completing homework.,0,1,0,0,0
I keep getting errors while learning Docker during online classes.,0,0,0,0,1
I lose interest in C while debugging and i am exhausted after practicing c while debugging.,1,0,0,0,1
I enjoy solving difficult problems in Mathematics while preparing for interviews while i wish mathematics was more interesting while preparing for interviews.,1,0,0,1,0
I feel exhausted attending HTML lectures while preparing notes.,1,0,0,0,0
I enjoy solving advanced JavaScript problems while writing code at the same time i want to learn beyond my syllabus in javascript while writing code.,0,1,0,1,0
I lose my attention quickly in Docker while solving assignments at the same time i am exhausted after practicing docker while solving assignments.,1,0,0,0,1
I don't know how to start learning HTML while solving previous papers.,0,0,1,0,0
I want to know more about Linear Algebra while practicing coding while i completed my linear algebra assignment successfully while practicing coding.,0,1,0,1,0
I lose confidence every time I study SQL while completing homework.,0,0,0,0,1
I cannot stay engaged while learning Linux while completing homework yet i read the topic many times but still don't understand linux while completing homework.,1,0,1,0,0
I want to build projects using AWS before exams.,0,0,0,1,0
I am interested in advanced Discrete Mathematics concepts while reading textbooks.,0,0,0,1,0
I don't enjoy learning Artificial Intelligence anymore before exams.,1,0,0,0,0
I like discovering new topics in Python during lab sessions.,0,0,0,1,0
I want to learn real-world applications of Computer Networks while studying late at night and i don't know which approach to use in computer networks while studying late at night.,0,0,1,1,0
I want to build projects using Digital Electronics while solving assignments.,0,0,0,1,0
I scored excellent marks in Docker while writing code.,0,1,0,0,0
I feel sleepy while studying Java while practicing coding.,1,0,0,0,0
I postpone studying Node.js because it feels boring while preparing for interviews.,1,0,0,0,0
I feel sleepy while studying Compiler Design while preparing for interviews however i don't know how to solve compiler design while preparing for interviews.,1,0,1,0,0
I feel lazy whenever I open Java while reading textbooks.,1,0,0,0,0
I don't feel excited about MongoDB while attending lectures yet i keep making the same mistakes in mongodb while attending lectures.,1,0,0,0,1
I want to understand every concept of Software Engineering while solving previous papers.,0,0,0,1,0
I feel bored while studying Cyber Security while preparing for interviews because i cannot understand the examples of cyber security while preparing for interviews.,1,0,1,0,0
I am stressed because of Digital Electronics while solving previous papers.,0,0,0,0,1
I solved all coding challenges in Python while reading textbooks at the same time i cannot solve even simple problems in python while reading textbooks.,0,1,0,0,1
I cannot solve even simple problems in AWS while attending lectures and i completed my project using aws successfully while attending lectures.,0,1,0,0,1
I cannot stay focused during Machine Learning while practicing coding.,1,0,0,0,0
I scored excellent marks in JavaScript while solving assignments.,0,1,0,0,0
I want to participate in competitions related to Deep Learning while writing code.,0,0,0,1,0
I feel like giving up on Machine Learning while writing code.,0,0,0,0,1
I cannot stay focused during Computer Architecture while writing code.,1,0,0,0,0
I am confident in Kubernetes while studying late at night.,0,1,0,0,0
I want to participate in competitions related to Calculus while preparing notes because i don't know where i am making mistakes in calculus while preparing notes.,0,0,1,1,0
I find Chemistry repetitive before exams even though i don't understand chemistry before exams.,1,0,1,0,0
I feel mentally tired because of Flutter during lab sessions.,0,0,0,0,1
I cannot stay engaged while learning Azure while completing homework because i cannot understand the examples of azure while completing homework.,1,0,1,0,0
I feel disappointed with my performance in Git while completing homework but i enjoy solving advanced git problems while completing homework.,0,1,0,0,1
I feel disappointed with my performance in CSS while preparing notes.,0,0,0,0,1
I am interested in advanced Streamlit concepts while solving previous papers.,0,0,0,1,0
I cannot solve even simple problems in Android Development while completing homework yet i can complete android development tasks without help while completing homework.,0,1,0,0,1
I feel exhausted attending Docker lectures while attending lectures at the same time i get confused every time i practice docker while attending lectures.,1,0,1,0,0
I want to understand every concept of NLP while reading textbooks.,0,0,0,1,0
I understand Streamlit very well while completing homework.,0,1,0,0,0
I read the topic many times but still don't understand Algorithms while completing homework.,0,0,1,0,0
I enjoy exploring new ideas in Computer Architecture while preparing for interviews.,0,0,0,1,0
I want to know more about Java while writing code.,0,0,0,1,0
I feel sleepy while studying Discrete Mathematics while practicing coding.,1,0,0,0,0
I feel bored while studying Cloud Computing while debugging although i feel completely lost while studying cloud computing while debugging.,1,0,1,0,0
I like discovering new topics in Compiler Design during online classes at the same time i find compiler design extremely difficult during online classes.,0,0,1,1,0
I feel overwhelmed while studying Chemistry while practicing coding.,0,0,0,0,1
I can teach React to my friends during lab sessions.,0,1,0,0,0
I built a complete application using Python while reading textbooks.,0,1,0,0,0
I find Physics extremely difficult while solving assignments.,0,0,1,0,0
I get confused every time I practice GitHub while attending lectures.,0,0,1,0,0
I want to become an expert in Compiler Design while building projects.,0,0,0,1,0
I feel like giving up on IoT while writing code.,0,0,0,0,1
I solved all the problems in GitHub before exams.,0,1,0,0,0
I don't feel motivated to study Mathematics while studying late at night.,1,0,0,0,0
I understand Streamlit very well while preparing for interviews.,0,1,0,0,0
I completed my Physics assignment successfully while attending lectures although i enjoy experimenting with physics while attending lectures.,0,1,0,1,0
I enjoy helping others understand Kubernetes while solving previous papers yet i want to understand every concept of kubernetes while solving previous papers.,0,1,0,1,0
I want to master Git while preparing for interviews.,0,0,0,1,0
I am interested in advanced MySQL concepts while attending lectures at the same time i don't know which approach to use in mysql while attending lectures.,0,0,1,1,0
